CellSwc[0].Dend[219], CellSwc[2].Dend[5449], 6471.419996
CellSwc[0].Dend[219], CellSwc[2].Dend[5450], 6471.419996
CellSwc[0].Dend[219], CellSwc[2].Dend[5451], 6471.419996
CellSwc[0].Dend[219], CellSwc[2].Dend[5526], 6254.440507
CellSwc[0].Dend[219], CellSwc[2].Dend[5527], 6338.485146
CellSwc[0].Dend[219], CellSwc[2].Dend[5528], 6338.485146
CellSwc[0].Dend[219], CellSwc[2].Dend[5995], 5986.568017
CellSwc[0].Dend[219], CellSwc[2].Dend[5996], 5986.568017
CellSwc[0].Dend[219], CellSwc[2].Dend[5997], 6198.666131
CellSwc[0].Dend[219], CellSwc[2].Dend[6074], 6119.665747
CellSwc[0].Dend[219], CellSwc[2].Dend[6076], 5939.348190
CellSwc[0].Dend[219], CellSwc[2].Dend[6569], 5826.963699
CellSwc[0].Dend[219], CellSwc[2].Dend[6623], 5734.545504
CellSwc[0].Dend[219], CellSwc[2].Dend[7090], 5738.686822
CellSwc[0].Dend[219], CellSwc[2].Dend[7117], 8184.276635
CellSwc[0].Dend[219], CellSwc[2].Dend[7118], 7327.812599
CellSwc[0].Dend[219], CellSwc[2].Dend[7131], 12382.491442
CellSwc[0].Dend[219], CellSwc[2].Dend[7132], 12382.491442
CellSwc[0].Dend[219], CellSwc[2].Dend[7133], 11513.186233
CellSwc[0].Dend[219], CellSwc[2].Dend[7147], 5670.862721
CellSwc[0].Dend[219], CellSwc[2].Dend[7595], 5614.141679
CellSwc[0].Dend[219], CellSwc[2].Dend[7596], 5648.117337
CellSwc[0].Dend[219], CellSwc[2].Dend[7608], 11307.213873
CellSwc[0].Dend[219], CellSwc[2].Dend[7609], 11465.792967
CellSwc[0].Dend[219], CellSwc[2].Dend[7610], 12721.344524
CellSwc[0].Dend[219], CellSwc[2].Dend[7617], 7244.490350
CellSwc[0].Dend[219], CellSwc[2].Dend[7618], 8034.119175
CellSwc[0].Dend[219], CellSwc[2].Dend[7619], 7993.440018
CellSwc[0].Dend[219], CellSwc[2].Dend[7620], 7993.440018
CellSwc[0].Dend[219], CellSwc[2].Dend[7621], 7176.582412
CellSwc[0].Dend[219], CellSwc[2].Dend[7630], 11404.406718
CellSwc[0].Dend[219], CellSwc[2].Dend[7631], 11182.533516
CellSwc[0].Dend[219], CellSwc[2].Dend[7633], 9447.110536
CellSwc[0].Dend[219], CellSwc[2].Dend[7639], 4190.976097
CellSwc[0].Dend[219], CellSwc[2].Dend[7640], 4248.199361
CellSwc[0].Dend[219], CellSwc[2].Dend[7643], 5638.440618
CellSwc[0].Dend[219], CellSwc[2].Dend[7644], 5608.979330
CellSwc[0].Dend[219], CellSwc[2].Dend[8083], 5385.611080
CellSwc[0].Dend[219], CellSwc[2].Dend[8084], 5590.581252
